Index,Start_Time,End_Time,Length,MOSI,MISO,Frequency,Error
1880,21.989681s,21.989717s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.5595 MHz,-
1881,21.989722s,21.990059s,68,3F D4 00 24 80 02 00 00 00 41 00 00 01 82 00 00 00 00 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B DF 3F 61 98 04 A9 2F DB 40 57 19 2D C4 3D D7 48 EA 77 8A DC 52 BC 49 8C EC 05 24 C0 14 B8 11,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5445 MHz,-
1882,21.990065s,21.990085s,5,00 D4 00 24 19,00 00 00 01 00,1.6344 MHz,-
1883,21.995090s,21.995111s,5,80 D4 00 18 00,00 00 00 01 84,1.5445 MHz,-
1884,22.000117s,22.000137s,5,80 D4 00 18 00,00 00 00 01 84,1.5985 MHz,-
1885,22.000143s,22.000163s,5,00 D4 00 18 20,00 00 00 01 00,1.6377 MHz,-
1886,22.005169s,22.005189s,5,80 D4 00 18 00,00 00 00 01 94,1.5565 MHz,-
1887,22.005195s,22.005231s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04,1.5953 MHz,-
1888,22.005236s,22.005302s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00,1.5718 MHz,-
1889,22.010308s,22.010328s,5,80 D4 00 18 00,00 00 00 01 94,1.5385 MHz,-
1890,22.010334s,22.010369s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04,1.5595 MHz,-
1891,22.010375s,22.010436s,13,88 D4 00 24 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 00 00 01 00 00,1.5445 MHz,-
1892,22.010441s,22.010462s,5,00 D4 00 18 40,00 00 00 01 00,1.5749 MHz,-
1893,22.010467s,22.010488s,5,00 D4 00 00 20,00 00 00 01 00,1.5534 MHz,-
1894,22.010496s,22.010517s,5,80 D4 00 00 00,00 00 00 01 81,1.5641 MHz,-
1895,22.010522s,22.010543s,5,00 D4 00 00 02,00 00 00 01 00,1.5595 MHz,-
1896,22.010548s,22.010569s,5,80 D4 00 00 00,00 00 00 01 A1,1.5842 MHz,-
1897,22.010574s,22.010595s,5,80 D4 00 18 00,00 00 00 01 04,1.6081 MHz,-
1898,22.010600s,22.010621s,5,00 D4 00 18 40,00 00 00 01 00,1.5610 MHz,-
1899,22.015627s,22.015647s,5,80 D4 00 18 00,00 00 00 01 44,1.5826 MHz,-
1900,22.015653s,22.015688s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.5580 MHz,-
1901,22.015694s,22.015821s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5519 MHz,-
1902,22.020826s,22.020847s,5,80 D4 00 18 00,00 00 00 01 84,1.6146 MHz,-
1903,22.025853s,22.025874s,5,80 D4 00 18 00,00 00 00 01 84,1.5326 MHz,-
1904,22.025879s,22.025900s,5,00 D4 00 18 20,00 00 00 01 00,1.5842 MHz,-
1905,22.030905s,22.030926s,5,80 D4 00 18 00,00 00 00 01 94,1.5181 MHz,-
1906,22.030932s,22.030967s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04,1.5937 MHz,-
1907,22.030973s,22.031039s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00,1.5580 MHz,-
1908,22.036045s,22.036066s,5,80 D4 00 18 00,00 00 00 01 94,1.5550 MHz,-
1909,22.036072s,22.036107s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04,1.5430 MHz,-
1910,22.036113s,22.036235s,25,94 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,1.5580 MHz,-
1911,22.036241s,22.036261s,5,00 D4 00 18 40,00 00 00 01 00,1.5656 MHz,-
1912,22.036267s,22.036288s,5,00 D4 00 00 20,00 00 00 01 00,1.5610 MHz,-
1913,22.036294s,22.036314s,5,80 D4 00 00 00,00 00 00 01 81,1.5445 MHz,-
1914,22.036320s,22.036340s,5,00 D4 00 00 02,00 00 00 01 00,1.5385 MHz,-
1915,22.036346s,22.036366s,5,80 D4 00 00 00,00 00 00 01 A1,1.5858 MHz,-
1916,22.036372s,22.036392s,5,80 D4 00 18 00,00 00 00 01 04,1.6228 MHz,-
1917,22.036398s,22.036418s,5,00 D4 00 18 40,00 00 00 01 00,1.6049 MHz,-
1918,22.041424s,22.041445s,5,80 D4 00 18 00,00 00 00 01 44,1.5519 MHz,-
1919,22.041450s,22.041486s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.5656 MHz,-
1920,22.041492s,22.041619s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5749 MHz,-
1921,22.046625s,22.046645s,5,80 D4 00 18 00,00 00 00 01 84,1.6130 MHz,-
1922,22.051651s,22.051671s,5,80 D4 00 18 00,00 00 00 01 84,1.5415 MHz,-
1923,22.051677s,22.051697s,5,00 D4 00 18 20,00 00 00 01 00,1.6146 MHz,-
1924,22.056703s,22.056723s,5,80 D4 00 18 00,00 00 00 01 94,1.5341 MHz,-
1925,22.056729s,22.056765s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04,1.5687 MHz,-
1926,22.056770s,22.056836s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00,1.5474 MHz,-
1927,22.061842s,22.061862s,5,80 D4 00 18 00,00 00 00 01 94,1.5921 MHz,-
1928,22.061868s,22.061904s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04,1.5445 MHz,-
1929,22.061909s,22.062011s,21,90 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,1.5811 MHz,-
1930,22.062017s,22.062037s,5,00 D4 00 18 40,00 00 00 01 00,1.5858 MHz,-
1931,22.062043s,22.062063s,5,00 D4 00 00 20,00 00 00 01 00,1.5656 MHz,-
1932,22.062069s,22.062090s,5,80 D4 00 00 00,00 00 00 01 81,1.5733 MHz,-
1933,22.062095s,22.062116s,5,00 D4 00 00 02,00 00 00 01 00,1.5811 MHz,-
1934,22.062121s,22.062141s,5,80 D4 00 00 00,00 00 00 01 A1,1.5626 MHz,-
1935,22.062147s,22.062168s,5,80 D4 00 18 00,00 00 00 01 04,1.5445 MHz,-
1936,22.062173s,22.062194s,5,00 D4 00 18 40,00 00 00 01 00,1.5953 MHz,-
1937,22.067199s,22.067220s,5,80 D4 00 18 00,00 00 00 01 44,1.6130 MHz,-
1938,22.067225s,22.067260s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.6081 MHz,-
1939,22.067266s,22.067549s,57,34 D4 00 24 80 02 00 00 00 35 00 00 01 82 00 00 00 01 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 90 69 CA 78 E7 45 0A 28 51 73 43 1B 3E 52 C5 C2 52 99 E4 73,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5905 MHz,-
1940,22.072554s,22.072575s,5,80 D4 00 18 00,00 00 00 01 84,1.5702 MHz,-
1941,22.077581s,22.077601s,5,80 D4 00 18 00,00 00 00 01 84,1.5504 MHz,-
1942,22.077607s,22.077627s,5,00 D4 00 18 20,00 00 00 01 00,1.6097 MHz,-
1943,22.082633s,22.082653s,5,80 D4 00 18 00,00 00 00 01 94,1.5430 MHz,-
1944,22.082659s,22.082695s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04,1.5445 MHz,-
1945,22.082700s,22.082766s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00,1.5415 MHz,-
1946,22.087772s,22.087793s,5,80 D4 00 18 00,00 00 00 01 94,1.5504 MHz,-
1947,22.087798s,22.087834s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04,1.5400 MHz,-
1948,22.087839s,22.087900s,13,88 D4 00 24 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 00 00 01 00 00,1.5595 MHz,-
1949,22.087906s,22.087926s,5,00 D4 00 18 40,00 00 00 01 00,1.5969 MHz,-
1950,22.087931s,22.087951s,5,00 D4 00 00 20,00 00 00 01 00,1.5626 MHz,-
1951,22.087957s,22.087978s,5,80 D4 00 00 00,00 00 00 01 81,1.5811 MHz,-
1952,22.087983s,22.088004s,5,00 D4 00 00 02,00 00 00 01 00,1.5842 MHz,-
1953,22.088009s,22.088030s,5,80 D4 00 00 00,00 00 00 01 A1,1.5459 MHz,-
1954,22.088035s,22.088056s,5,80 D4 00 18 00,00 00 00 01 04,1.5671 MHz,-
1955,22.088062s,22.088082s,5,00 D4 00 18 40,00 00 00 01 00,1.6294 MHz,-
1956,22.093088s,22.093108s,5,80 D4 00 18 00,00 00 00 01 44,1.5341 MHz,-
1957,22.093114s,22.093150s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.6033 MHz,-
1958,22.093155s,22.093283s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5985 MHz,-
1959,22.098288s,22.098309s,5,80 D4 00 18 00,00 00 00 01 84,1.5370 MHz,-
1960,22.103315s,22.103335s,5,80 D4 00 18 00,00 00 00 01 84,1.5400 MHz,-
1961,22.103341s,22.103361s,5,00 D4 00 18 20,00 00 00 01 00,1.5595 MHz,-
1962,22.108367s,22.108388s,5,80 D4 00 18 00,00 00 00 01 94,1.5385 MHz,-
1963,22.108393s,22.108429s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04,1.5702 MHz,-
1964,22.108435s,22.108501s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00,1.5671 MHz,-
1965,22.113507s,22.113527s,5,80 D4 00 18 00,00 00 00 01 94,1.5595 MHz,-
1966,22.113533s,22.113568s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04,1.5874 MHz,-
1967,22.113574s,22.113696s,25,94 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,1.5842 MHz,-
1968,22.113701s,22.113722s,5,00 D4 00 18 40,00 00 00 01 00,1.5718 MHz,-
1969,22.113727s,22.113747s,5,00 D4 00 00 20,00 00 00 01 00,1.5702 MHz,-
1970,22.113754s,22.113774s,5,80 D4 00 00 00,00 00 00 01 81,1.6294 MHz,-
1971,22.113780s,22.113800s,5,00 D4 00 00 02,00 00 00 01 00,1.6065 MHz,-
1972,22.113805s,22.113826s,5,80 D4 00 00 00,00 00 00 01 A1,1.5595 MHz,-
1973,22.113831s,22.113852s,5,80 D4 00 18 00,00 00 00 01 04,1.6377 MHz,-
1974,22.113857s,22.113878s,5,00 D4 00 18 40,00 00 00 01 00,1.6377 MHz,-
1975,22.118883s,22.118904s,5,80 D4 00 18 00,00 00 00 01 44,1.5341 MHz,-
1976,22.118910s,22.118945s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.5811 MHz,-
1977,22.118951s,22.119078s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5656 MHz,-
1978,22.124084s,22.124104s,5,80 D4 00 18 00,00 00 00 01 84,1.5626 MHz,-
1979,22.129110s,22.129130s,5,80 D4 00 18 00,00 00 00 01 84,1.5687 MHz,-
1980,22.129135s,22.129156s,5,00 D4 00 18 20,00 00 00 01 00,1.5641 MHz,-
1981,22.134162s,22.134182s,5,80 D4 00 18 00,00 00 00 01 94,1.5489 MHz,-
1982,22.134188s,22.134224s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04,1.5550 MHz,-
1983,22.134229s,22.134295s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00,1.5671 MHz,-
1984,22.139301s,22.139322s,5,80 D4 00 18 00,00 00 00 01 94,1.5239 MHz,-
1985,22.139327s,22.139363s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04,1.5641 MHz,-
1986,22.139369s,22.139471s,21,90 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,1.5625 MHz,-
1987,22.139477s,22.139497s,5,00 D4 00 18 40,00 00 00 01 00,1.5550 MHz,-
1988,22.139503s,22.139523s,5,00 D4 00 00 20,00 00 00 01 00,1.5718 MHz,-
1989,22.139529s,22.139550s,5,80 D4 00 00 00,00 00 00 01 81,1.5733 MHz,-
1990,22.139555s,22.139576s,5,00 D4 00 00 02,00 00 00 01 00,1.5671 MHz,-
1991,22.139582s,22.139602s,5,80 D4 00 00 00,00 00 00 01 A1,1.5795 MHz,-
1992,22.139608s,22.139628s,5,80 D4 00 18 00,00 00 00 01 04,1.5733 MHz,-
1993,22.139634s,22.139654s,5,00 D4 00 18 40,00 00 00 01 00,1.5795 MHz,-
1994,22.144660s,22.144681s,5,80 D4 00 18 00,00 00 00 01 44,1.5459 MHz,-
1995,22.144686s,22.144722s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.5702 MHz,-
1996,22.144728s,22.145065s,68,3F D4 00 24 80 02 00 00 00 41 00 00 01 82 00 00 00 01 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B DF 3F 61 98 04 A9 2F DB 40 57 19 2D C4 3D D7 48 EA 77 8A DC 52 BC 49 8C E8 05 24 C0 14 B8 11,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5985 MHz,-
1997,22.145071s,22.145091s,5,00 D4 00 24 19,00 00 00 01 00,1.5610 MHz,-
1998,22.150097s,22.150117s,5,80 D4 00 18 00,00 00 00 01 84,1.5341 MHz,-
1999,22.155123s,22.155144s,5,80 D4 00 18 00,00 00 00 01 84,1.5580 MHz,-
2000,22.155149s,22.155170s,5,00 D4 00 18 20,00 00 00 01 00,1.5874 MHz,-
2001,22.160176s,22.160196s,5,80 D4 00 18 00,00 00 00 01 94,1.5239 MHz,-
2002,22.160202s,22.160237s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04,1.5595 MHz,-
2003,22.160243s,22.160309s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00,1.6377 MHz,-
2004,22.165315s,22.165335s,5,80 D4 00 18 00,00 00 00 01 94,1.5565 MHz,-
2005,22.165341s,22.165376s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04,1.6049 MHz,-
2006,22.165381s,22.165442s,13,88 D4 00 24 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 00 00 01 00 00,1.6113 MHz,-
2007,22.165447s,22.165468s,5,00 D4 00 18 40,00 00 00 01 00,1.5671 MHz,-
2008,22.165473s,22.165494s,5,00 D4 00 00 20,00 00 00 01 00,1.5937 MHz,-
2009,22.165502s,22.165522s,5,80 D4 00 00 00,00 00 00 01 81,1.5565 MHz,-
2010,22.165528s,22.165549s,5,00 D4 00 00 02,00 00 00 01 00,1.5905 MHz,-
2011,22.165554s,22.165575s,5,80 D4 00 00 00,00 00 00 01 A1,1.5889 MHz,-
2012,22.165580s,22.165601s,5,80 D4 00 18 00,00 00 00 01 04,1.5687 MHz,-
2013,22.165606s,22.165627s,5,00 D4 00 18 40,00 00 00 01 00,1.5580 MHz,-
2014,22.170633s,22.170654s,5,80 D4 00 18 00,00 00 00 01 44,1.5326 MHz,-
2015,22.170659s,22.170695s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.5415 MHz,-
2016,22.170701s,22.170827s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5656 MHz,-
2017,22.175833s,22.175854s,5,80 D4 00 18 00,00 00 00 01 84,1.5282 MHz,-
2018,22.180860s,22.180880s,5,80 D4 00 18 00,00 00 00 01 84,1.5733 MHz,-
2019,22.180886s,22.180906s,5,00 D4 00 18 20,00 00 00 01 00,1.5858 MHz,-
2020,22.185912s,22.185932s,5,80 D4 00 18 00,00 00 00 01 94,1.5826 MHz,-
2021,22.185938s,22.185974s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04,1.5889 MHz,-
2022,22.185979s,22.186046s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00,1.5489 MHz,-
2023,22.191051s,22.191072s,5,80 D4 00 18 00,00 00 00 01 94,1.5415 MHz,-
2024,22.191078s,22.191113s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04,1.5795 MHz,-
2025,22.191119s,22.191241s,25,94 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,1.5687 MHz,-
2026,22.191247s,22.191268s,5,00 D4 00 18 40,00 00 00 01 00,1.5687 MHz,-
2027,22.191273s,22.191293s,5,00 D4 00 00 20,00 00 00 01 00,1.6146 MHz,-
2028,22.191300s,22.191320s,5,80 D4 00 00 00,00 00 00 01 81,1.5985 MHz,-
2029,22.191326s,22.191346s,5,00 D4 00 00 02,00 00 00 01 00,1.5595 MHz,-
2030,22.191352s,22.191372s,5,80 DC 00 00 00,00 00 00 01 A1,1.5595 MHz,-
2031,22.191378s,22.191398s,5,80 D4 00 18 00,00 00 00 01 04,1.5610 MHz,-
2032,22.191404s,22.191425s,5,00 D4 00 18 40,00 00 00 01 00,1.5580 MHz,-
2033,22.196431s,22.196451s,5,80 D4 00 18 00,00 00 00 01 44,1.5580 MHz,-
2034,22.196457s,22.196493s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.5641 MHz,-
2035,22.196498s,22.196625s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5905 MHz,-
2036,22.201631s,22.201651s,5,80 D4 00 18 00,00 00 00 01 84,1.5580 MHz,-
2037,22.206657s,22.206678s,5,80 D4 00 18 00,00 00 00 01 84,1.5595 MHz,-
2038,22.206683s,22.206704s,5,00 D4 00 18 20,00 00 00 01 00,1.5519 MHz,-
2039,22.211710s,22.211730s,5,80 D4 00 18 00,00 00 00 01 94,1.5268 MHz,-
2040,22.211736s,22.211772s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04,1.5474 MHz,-
2041,22.211777s,22.211843s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00,1.5415 MHz,-
2042,22.216849s,22.216870s,5,80 D4 00 18 00,00 00 00 01 94,1.5671 MHz,-
2043,22.216875s,22.216911s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04,1.5842 MHz,-
2044,22.216916s,22.217018s,21,90 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,1.6081 MHz,-
2045,22.217024s,22.217044s,5,00 D4 00 18 40,00 00 00 01 00,1.5733 MHz,-
2046,22.217050s,22.217070s,5,00 D4 00 00 20,00 00 00 01 00,1.5671 MHz,-
2047,22.217076s,22.217096s,5,80 D4 00 00 00,00 00 00 01 81,1.5534 MHz,-
2048,22.217102s,22.217122s,5,00 D4 00 00 02,00 00 00 01 00,1.5671 MHz,-
2049,22.217128s,22.217148s,5,80 D4 00 00 00,00 00 00 01 A1,1.5858 MHz,-
2050,22.217153s,22.217174s,5,80 D4 00 18 00,00 00 00 01 04,1.5656 MHz,-
2051,22.217179s,22.217200s,5,00 D4 00 18 40,00 00 00 01 00,1.5764 MHz,-
2052,22.222206s,22.222226s,5,80 D4 00 18 00,00 00 00 01 44,1.5580 MHz,-
2053,22.222232s,22.222267s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.5921 MHz,-
2054,22.222273s,22.222555s,57,34 D4 00 24 80 02 00 00 00 35 00 00 01 82 00 00 00 02 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 90 69 CA 78 E7 45 0A 28 51 73 43 1B 3E 52 C5 C2 52 99 E4 73,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5811 MHz,-
2055,22.227560s,22.227581s,5,80 D4 00 18 00,00 00 00 01 84,1.5550 MHz,-
2056,22.232587s,22.232607s,5,80 D4 00 18 00,00 00 00 01 84,1.5687 MHz,-
2057,22.232613s,22.232633s,5,00 D4 00 18 20,00 00 00 01 00,1.6081 MHz,-
2058,22.237639s,22.237659s,5,80 D4 00 18 00,00 00 00 01 94,1.5764 MHz,-
2059,22.237665s,22.237701s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04,1.5656 MHz,-
2060,22.237706s,22.237772s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00,1.5749 MHz,-
2061,22.242777s,22.242798s,5,80 D4 00 18 00,00 00 00 01 94,1.5565 MHz,-
2062,22.242804s,22.242839s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04,1.5474 MHz,-
2063,22.242844s,22.242905s,13,88 D4 00 24 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 00 00 01 00 00,1.5874 MHz,-
2064,22.242911s,22.242931s,5,00 D4 00 18 40,00 00 00 01 00,1.5687 MHz,-
2065,22.242937s,22.242958s,5,00 D4 00 00 20,00 00 00 01 00,1.5985 MHz,-
2066,22.242964s,22.242984s,5,80 D4 00 00 00,00 00 00 01 81,1.5580 MHz,-
2067,22.242990s,22.243010s,5,00 D4 00 00 02,00 00 00 01 00,1.5780 MHz,-
2068,22.243016s,22.243036s,5,80 D4 00 00 00,00 00 00 01 A1,1.6130 MHz,-
2069,22.243041s,22.243062s,5,80 D4 00 18 00,00 00 00 01 04,1.6049 MHz,-
2070,22.243067s,22.243088s,5,00 D4 00 18 40,00 00 00 01 00,1.5504 MHz,-
2071,22.248094s,22.248114s,5,80 D4 00 18 00,00 00 00 01 44,1.5764 MHz,-
2072,22.248120s,22.248156s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.5858 MHz,-
2073,22.248161s,22.248288s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5874 MHz,-
2074,22.253294s,22.253315s,5,80 D4 00 18 00,00 00 00 01 84,1.5504 MHz,-
2075,22.258320s,22.258341s,5,80 D4 00 18 00,00 00 00 01 84,1.5239 MHz,-
2076,22.258347s,22.258367s,5,00 D4 00 18 20,00 00 00 01 00,1.5826 MHz,-
2077,22.263373s,22.263394s,5,80 D4 00 18 00,00 00 00 01 94,1.5534 MHz,-
2078,22.263399s,22.263435s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04,1.5718 MHz,-
2079,22.263441s,22.263507s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00,1.5445 MHz,-
2080,22.268512s,22.268533s,5,80 D4 00 18 00,00 00 00 01 94,1.6377 MHz,-
2081,22.268538s,22.268574s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04,1.5641 MHz,-
2082,22.268580s,22.268702s,25,94 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,1.5842 MHz,-
2083,22.268708s,22.268728s,5,00 D4 00 18 40,00 00 00 01 00,1.6001 MHz,-
2084,22.268734s,22.268754s,5,00 D4 00 00 20,00 00 00 01 00,1.5610 MHz,-
2085,22.268761s,22.268781s,5,80 D4 00 00 00,00 00 00 01 81,1.5733 MHz,-
2086,22.268786s,22.268807s,5,00 D4 00 00 02,00 00 00 01 00,1.5702 MHz,-
2087,22.268812s,22.268833s,5,80 D4 00 00 00,00 00 00 01 A1,1.5842 MHz,-
2088,22.268838s,22.268859s,5,80 D4 00 18 00,00 00 00 01 04,1.5656 MHz,-
2089,22.268864s,22.268885s,5,00 D4 00 18 40,00 00 00 01 00,1.5595 MHz,-
2090,22.273890s,22.273911s,5,80 D4 00 18 00,00 00 00 01 44,1.5826 MHz,-
2091,22.273917s,22.273952s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,1.5610 MHz,-
2092,22.273958s,22.274085s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.5656 MHz,-
2093,22.279091s,22.279111s,5,80 D4 00 18 00,00 00 00 01 84,1.5341 MHz,-
2094,22.284117s,22.284138s,5,80 D4 00 18 00,00 00 00 01 84,1.5326 MHz,-
2095,22.284143s,22.284164s,5,00 D4 00 18 20,00 00 00 01 00,1.5641 MHz,-
2096,22.289170s,22.289190s,5,80 D4 00 18 00,00 00 00 01 94,1.5356 MHz,-
2097,22.289196s,22.289231s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04,1.5445 MHz,-
2098,22.289237s,22.289303s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00,1.5671 MHz,-
2099,22.294309s,22.294329s,5,80 D4 00 18 00,00 00 00 01 94,1.5811 MHz,-
